Item Fat Content,Item Type,Item_MRP,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Rating,Item_Outlet_Sales,Total Sales
Low Fat,Snack Foods,265.7884,Tier 1,Small,Supermarket Type1,0.108710162,4,3974.826,161.7578
Low Fat,Household,81.896,Tier 3,Medium,Supermarket Type3,0.039055756,4,1677.816,152.3366
Low Fat,Baking Goods,48.8376,Tier 1,Medium,Supermarket Type1,0.032924463,4,671.1264,107.2938
Low Fat,Breakfast,143.9786,Tier 1,Medium,Supermarket Type1,0.072511335,4,2745.0934,177.437
Low Fat,Canned,86.254,Tier 1,Medium,Supermarket Type1,0.010454459,4,519.324,115.6808
Low Fat,Canned,123.473,Tier 1,Medium,Supermarket Type1,0.015295536,4,1231.73,89.7146
Low Fat,Canned,171.1422,Tier 1,Medium,Supermarket Type1,0.187850233,4,2931.5174,146.5418
Low Fat,Dairy,206.9638,Tier 1,Medium,Supermarket Type1,0.058437653,4,7247.233,143.0128
Low Fat,Dairy,115.515,Tier 1,Medium,Supermarket Type1,0.038578846,4,1631.21,56.1272
Low Fat,Dairy,148.1734,Tier 1,Medium,Supermarket Type1,0.132876847,4,890.8404,98.0726
Low Fat,Dairy,140.4154,Tier 1,Medium,Supermarket Type1,0.075056542,4,567.2616,76.0354
Low Fat,Dairy,53.8614,Tier 1,Medium,Supermarket Type1,0.024264569,4,1105.228,46.5718
Low Fat,Frozen Foods,157.5288,Tier 1,Medium,Supermarket Type1,0.071368699,4,942.7728,121.3098
Low Fat,Frozen Foods,74.1038,Tier 1,Medium,Supermarket Type1,0.026912667,4,960.7494,261.291
Low Fat,Frozen Foods,98.141,Tier 1,Medium,Supermarket Type1,0.104840884,4,1544.656,122.1072
Low Fat,Fruits and Vegetables,237.5248,Tier 1,Medium,Supermarket Type1,0.0358031,4,3318.3472,130.3284
Low Fat,Fruits and Vegetables,121.4072,Tier 1,Medium,Supermarket Type1,0.040577878,4,3185.1872,188.224
Low Fat,Fruits and Vegetables,238.7248,Tier 1,Medium,Supermarket Type1,0.022980361,4,1659.1736,117.7492
Low Fat,Fruits and Vegetables,211.556,Tier 1,Medium,Supermarket Type1,0.041429246,4,5752.512,117.2466
Low Fat,Hard Drinks,190.0846,Tier 1,Medium,Supermarket Type1,0.122843005,4,4586.0304,172.4396
Low Fat,Hard Drinks,176.237,Tier 1,Medium,Supermarket Type1,0.030751366,4,2646.555,42.577
Low Fat,Health and Hygiene,156.8288,Tier 1,Medium,Supermarket Type1,0.024515221,4,471.3864,189.2214
Low Fat,Health and Hygiene,126.6336,Tier 1,Medium,Supermarket Type1,0.058827557,4,1150.5024,80.8618
Low Fat,Health and Hygiene,120.3782,Tier 1,Medium,Supermarket Type1,0.055075504,4,119.1782,33.3874
Low Fat,Household,182.4292,Tier 1,Medium,Supermarket Type1,0.032072321,4,4925.5884,102.2016
Low Fat,Household,79.0644,Tier 1,Medium,Supermarket Type1,0.051928034,4,157.1288,151.4024
Low Fat,Household,101.8332,Tier 1,Medium,Supermarket Type1,0.082970667,4,1025.332,60.0194
Low Fat,Household,38.7506,Tier 1,Medium,Supermarket Type1,0.072178679,4,759.012,262.9594
Low Fat,Household,104.5648,Tier 1,Medium,Supermarket Type1,0.074522745,4,207.7296,228.801
Low Fat,Household,199.9084,Tier 1,Medium,Supermarket Type1,0.040434372,4,5753.8436,244.3144
Low Fat,Others,231.9642,Tier 1,Medium,Supermarket Type1,0.01950565,4,2091.2778,163.921
Low Fat,Others,121.8388,Tier 1,Medium,Supermarket Type1,0.013387211,4,3219.8088,105.628
Low Fat,Seafood,252.6382,Tier 1,Medium,Supermarket Type1,0.05410964,4,3532.7348,195.0768
Low Fat,Snack Foods,180.0976,Tier 1,Medium,Supermarket Type1,0.058222587,4,3440.8544,114.8834
Low Fat,Snack Foods,163.3526,Tier 1,Medium,Supermarket Type1,0.069231189,4,3453.5046,112.1228
Low Fat,Snack Foods,58.8562,Tier 1,Medium,Supermarket Type1,0.111613921,4,59.2562,152.6998
Low Fat,Snack Foods,105.9938,Tier 1,Medium,Supermarket Type1,0.099274694,4,428.7752,104.528
Low Fat,Snack Foods,55.8588,Tier 1,Medium,Supermarket Type1,0.067312613,4,801.6232,234.359
Low Fat,Snack Foods,254.9356,Tier 1,Medium,Supermarket Type1,0.043831721,4,8138.7392,184.195
Low Fat,Snack Foods,178.2028,Tier 1,Medium,Supermarket Type1,0.026651184,4,1416.8224,86.6198
Low Fat,Starchy Foods,39.548,Tier 1,Medium,Supermarket Type1,0.062384659,4,759.012,34.6532
Low Fat,Starchy Foods,237.4564,Tier 1,Medium,Supermarket Type1,0.037967687,4,715.0692,125.6046
Low Fat,Starchy Foods,115.2176,Tier 1,Medium,Supermarket Type1,0.060342304,4,3206.4928,165.9526
Regular,Breads,147.0102,Tier 1,Medium,Supermarket Type1,0.055644887,4,2770.3938,224.9088
Regular,Canned,129.1678,Tier 1,Medium,Supermarket Type1,0.184454044,4,1780.3492,211.4902
Regular,Canned,118.1808,Tier 1,Medium,Supermarket Type1,0.026561057,4,234.3616,93.712
Regular,Canned,161.221,Tier 1,Medium,Supermarket Type1,0.025205909,4,1794.331,149.1418
Regular,Canned,61.4852,Tier 1,Medium,Supermarket Type1,0.085082648,4,1314.2892,153.5314
Regular,Canned,40.6164,Tier 1,Medium,Supermarket Type1,0.034753686,4,308.9312,141.5496
Regular,Dairy,242.7512,Tier 1,Medium,Supermarket Type1,0.157075658,4,1938.8096,240.5538
Regular,Frozen Foods,242.1196,Tier 1,Medium,Supermarket Type1,0.024243294,4,4097.3332,116.0176
Regular,Frozen Foods,258.8988,Tier 1,Medium,Supermarket Type1,0.064113698,4,5396.9748,86.5566
Regular,Frozen Foods,93.512,Tier 1,Medium,Supermarket Type1,0.098938169,4,1491.392,195.7768
Regular,Frozen Foods,46.7376,Tier 1,Medium,Supermarket Type1,0.041538713,4,47.9376,93.1804
Regular,Fruits and Vegetables,73.9696,Tier 1,Medium,Supermarket Type1,0.103080901,4,894.8352,131.2968
Regular,Fruits and Vegetables,161.492,Tier 1,Medium,Supermarket Type1,0.046844194,4,3515.424,174.2422
Regular,Fruits and Vegetables,108.457,Tier 1,Medium,Supermarket Type1,0,4,2306.997,208.5638
Regular,Fruits and Vegetables,124.0046,Tier 1,Medium,Supermarket Type1,0.046680961,4,1618.5598,121.9388
Regular,Meat,121.6072,Tier 1,Medium,Supermarket Type1,0.061272194,4,3430.2016,125.6388
Regular,Seafood,171.8422,Tier 1,Medium,Supermarket Type1,0.12953868,4,2069.3064,240.288
Regular,Snack Foods,230.6642,Tier 1,Medium,Supermarket Type1,0,4,4647.284,133.0626
Regular,Snack Foods,121.144,Tier 1,Medium,Supermarket Type1,0.038011783,4,1917.504,89.6856
Regular,Snack Foods,144.3812,Tier 1,Medium,Supermarket Type1,0.017887238,4,284.9624,79.496
Regular,Snack Foods,224.0746,Tier 1,Medium,Supermarket Type1,0.09735225,4,1346.2476,160.7262
LF,Household,132.2942,Tier 1,Small,Grocery Store,0.02746599,4,2252.4014,181.5976
Low Fat,Baking Goods,263.9252,Tier 1,Small,Grocery Store,0.133198355,4,6033.4796,91.083
Low Fat,Breads,233.5958,Tier 1,Small,Grocery Store,0.185306514,4,2336.958,125.6046
Low Fat,Breakfast,100.1384,Tier 1,Small,Grocery Store,0.106907604,4,2956.152,162.8526
Low Fat,Canned,109.7228,Tier 1,Small,Grocery Store,0.212293753,4,1547.3192,92.2778
Low Fat,Dairy,49.5034,Tier 1,Small,Grocery Store,0.031139933,4,291.6204,74.8012
Low Fat,Dairy,125.9678,Tier 1,Small,Grocery Store,0.04461205,4,2797.6916,241.1538
Low Fat,Dairy,126.3046,Tier 1,Small,Grocery Store,0.122832172,4,2614.5966,217.685
Low Fat,Frozen Foods,120.7414,Tier 1,Small,Grocery Store,0.029084548,4,4386.2904,122.0098
Low Fat,Frozen Foods,161.492,Tier 1,Small,Grocery Store,0.079146113,4,6391.68,181.466
Low Fat,Fruits and Vegetables,140.818,Tier 1,Small,Grocery Store,0.237651344,4,3495.45,170.2106
Low Fat,Fruits and Vegetables,252.2724,Tier 1,Small,Grocery Store,0.224837308,4,5033.448,112.7886
Low Fat,Health and Hygiene,254.2356,Tier 1,Small,Grocery Store,0.157190017,4,4578.0408,156.8604
Low Fat,Health and Hygiene,100.37,Tier 1,Small,Grocery Store,0.050535312,4,998.7,130.031
Low Fat,Household,182.595,Tier 1,Small,Grocery Store,0.061470858,4,3478.805,48.6034
Low Fat,Household,112.4544,Tier 1,Small,Grocery Store,0.090778148,4,2013.3792,153.1024
Low Fat,Household,232.23,Tier 1,Small,Grocery Store,0.083547515,4,1398.18,179.166
Low Fat,Others,47.4718,Tier 1,Small,Grocery Store,0.142393355,4,472.718,36.419
Low Fat,Others,125.602,Tier 1,Small,Grocery Store,0.03409886,4,632.51,162.621
Low Fat,Others,83.2276,Tier 1,Small,Grocery Store,0.021184746,4,1543.3244,189.553
Low Fat,Snack Foods,169.379,Tier 1,Small,Grocery Store,0.148764535,4,1528.011,111.1912
Low Fat,Snack Foods,46.3376,Tier 1,Small,Grocery Store,0.091354948,4,2109.2544,122.3072
Low Fat,Soft Drinks,127.2678,Tier 1,Small,Grocery Store,0.043168763,4,1017.3424,82.8592
Regular,Baking Goods,218.4508,Tier 1,Small,Grocery Store,0.212963193,4,2821.6604,59.522
Regular,Baking Goods,207.7638,Tier 1,Small,Grocery Store,0.102830104,4,621.1914,172.6422
Regular,Breads,167.25,Tier 1,Small,Grocery Store,0.118535581,4,2330.3,256.3988
Regular,Canned,152.8366,Tier 1,Small,Grocery Store,0,4,1662.5026,169.879
Regular,Dairy,65.4168,Tier 1,Small,Grocery Store,0.084404264,4,1661.8368,49.5376
Regular,Frozen Foods,39.3138,Tier 1,Small,Grocery Store,0.029157849,4,527.9794,97.0726
Regular,Frozen Foods,59.522,Tier 1,Small,Grocery Store,0.164438907,4,299.61,188.4214
Regular,Fruits and Vegetables,80.6592,Tier 1,Small,Grocery Store,0.095587976,4,1651.184,193.982
Regular,Fruits and Vegetables,122.7072,Tier 1,Small,Grocery Store,0.214139786,4,1470.0864,102.4016
Regular,Fruits and Vegetables,181.5292,Tier 1,Small,Grocery Store,0,4,1277.0044,178.5318
Regular,Snack Foods,122.4072,Tier 1,Small,Grocery Store,0.01251245,4,857.5504,38.748
Regular,Snack Foods,109.1886,Tier 1,Small,Grocery Store,0.04022593,4,1890.2062,210.9928
low fat,Dairy,105.099,Tier 1,Small,Grocery Store,0.10818157,4,103.199,149.605
low fat,Household,210.2612,Tier 1,Small,Grocery Store,0.024992442,4,418.1224,53.6614
low fat,Snack Foods,85.5908,Tier 1,Small,Grocery Store,0.078872251,4,1006.6896,189.5556
reg,Baking Goods,103.1332,Tier 1,Small,Grocery Store,0.066336811,4,3281.0624,154.1656
LF,Meat,194.0162,Tier 1,Small,Supermarket Type1,0.036037952,4,2886.243,58.4562
LF,Soft Drinks,93.3094,Tier 1,Small,Supermarket Type1,0.167831064,4,3046.7008,237.4564
Low Fat,Baking Goods,40.8822,Tier 1,Small,Supermarket Type1,0.015859294,4,628.5152,84.5592
Low Fat,Breads,113.5544,Tier 1,Small,Supermarket Type1,0.020715913,4,223.7088,83.5566
Low Fat,Breakfast,164.7526,Tier 1,Small,Supermarket Type1,0.152058281,4,1315.6208,99.9358
Low Fat,Canned,168.0158,Tier 1,Small,Supermarket Type1,0.018571641,4,1336.9264,187.3214
Low Fat,Canned,119.144,Tier 1,Small,Supermarket Type1,0.064921764,4,2157.192,88.1198
Low Fat,Canned,112.4544,Tier 1,Small,Supermarket Type1,0.068822477,4,2460.7968,258.3278
Low Fat,Dairy,76.2328,Tier 1,Small,Supermarket Type1,0.005235143,4,463.3968,265.8884
Low Fat,Frozen Foods,120.5414,Tier 1,Small,Supermarket Type1,0.021849398,4,1583.9382,262.091
Low Fat,Frozen Foods,87.2224,Tier 1,Small,Supermarket Type1,0.008835694,4,3494.1184,96.5384
Low Fat,Frozen Foods,131.2968,Tier 1,Small,Supermarket Type1,0.026321701,4,913.4776,77.6302
Low Fat,Frozen Foods,125.173,Tier 1,Small,Supermarket Type1,0.124452048,4,3572.017,118.5124
Low Fat,Frozen Foods,129.9284,Tier 1,Small,Supermarket Type1,0.036353098,4,2241.0828,75.8696
Low Fat,Fruits and Vegetables,159.4578,Tier 1,Small,Supermarket Type1,0.087669485,4,3048.6982,127.2678
Low Fat,Hard Drinks,93.6094,Tier 1,Small,Supermarket Type1,0.066069578,4,3713.1666,261.0278
Low Fat,Hard Drinks,60.9562,Tier 1,Small,Supermarket Type1,0.034570357,4,355.5372,117.4492
Low Fat,Health and Hygiene,148.9708,Tier 1,Small,Supermarket Type1,0.089152528,4,2257.062,147.7102
Low Fat,Health and Hygiene,38.448,Tier 1,Small,Supermarket Type1,0.079431643,4,1198.44,38.6506
Low Fat,Health and Hygiene,46.3402,Tier 1,Small,Supermarket Type1,0.046088273,4,275.6412,153.6682
Low Fat,Health and Hygiene,121.844,Tier 1,Small,Supermarket Type1,0.016107549,4,2277.036,129.7626
Low Fat,Household,146.2102,Tier 1,Small,Supermarket Type1,0.02727641,4,4228.4958,171.3106
Low Fat,Household,33.79,Tier 1,Small,Supermarket Type1,0,4,199.74,196.311
Low Fat,Household,156.7972,Tier 1,Small,Supermarket Type1,0.083359391,4,3739.1328,161.9552
Low Fat,Household,175.037,Tier 1,Small,Supermarket Type1,0,4,352.874,228.8668
Low Fat,Household,193.2504,Tier 1,Small,Supermarket Type1,0.047377053,4,2684.5056,171.1422
Low Fat,Household,149.4708,Tier 1,Small,Supermarket Type1,0.177270016,4,1354.2372,174.0422
Low Fat,Household,115.8808,Tier 1,Small,Supermarket Type1,0.094161662,4,1757.712,251.9698
Low Fat,Household,53.2324,Tier 1,Small,Supermarket Type1,0.010602292,4,727.0536,235.3958
Low Fat,Meat,48.8376,Tier 1,Small,Supermarket Type1,0.081042136,4,527.3136,192.4846
Low Fat,Others,139.818,Tier 1,Small,Supermarket Type1,0.066726133,4,838.908,185.8924
Low Fat,Snack Foods,104.9622,Tier 1,Small,Supermarket Type1,0.096212432,4,1164.4842,207.2612
Low Fat,Snack Foods,47.6034,Tier 1,Small,Supermarket Type1,0.03596071,4,1312.2918,186.3924
Low Fat,Snack Foods,37.1506,Tier 1,Small,Supermarket Type1,0,4,834.9132,88.283
Low Fat,Snack Foods,121.9388,Tier 1,Small,Supermarket Type1,0.040945898,4,3962.8416,143.1496
Low Fat,Snack Foods,256.3014,Tier 1,Small,Supermarket Type1,0.035185588,4,4845.0266,181.3318
Low Fat,Snack Foods,100.5016,Tier 1,Small,Supermarket Type1,0.019423232,4,1416.8224,120.8756
Low Fat,Soft Drinks,163.0236,Tier 1,Small,Supermarket Type1,0.01732573,4,1127.8652,197.9768
Low Fat,Soft Drinks,50.1034,Tier 1,Small,Supermarket Type1,0.065436581,4,97.2068,142.9128
Low Fat,Soft Drinks,121.3098,Tier 1,Small,Supermarket Type1,0.115167579,4,120.5098,199.8084
Low Fat,Soft Drinks,140.618,Tier 1,Small,Supermarket Type1,0.073283193,4,2376.906,91.812
Low Fat,Soft Drinks,47.6034,Tier 1,Small,Supermarket Type1,0.019378432,4,1458.102,156.4972
Low Fat,Starchy Foods,189.5872,Tier 1,Small,Supermarket Type1,0.043234574,4,3403.5696,38.3164
Regular,Baking Goods,34.5558,Tier 1,Small,Supermarket Type1,0.03832122,4,441.4254,61.851
Regular,Baking Goods,178.4318,Tier 1,Small,Supermarket Type1,0,4,2526.0452,143.3128
Regular,Baking Goods,122.2756,Tier 1,Small,Supermarket Type1,0,4,2059.9852,96.2068
Regular,Canned,249.6408,Tier 1,Small,Supermarket Type1,0.092771309,4,1001.3632,54.1982
Regular,Canned,47.1718,Tier 1,Small,Supermarket Type1,0.139521931,4,141.8154,266.8884
Regular,Canned,93.3094,Tier 1,Small,Supermarket Type1,0.046808553,4,285.6282,141.4838
Regular,Dairy,183.5924,Tier 1,Small,Supermarket Type1,0.107057186,4,7033.5112,224.1772
Regular,Dairy,106.0938,Tier 1,Small,Supermarket Type1,0.073920438,4,2679.845,255.6356
Regular,Frozen Foods,150.3024,Tier 1,Small,Supermarket Type1,0.01665334,4,2580.6408,97.3726
Regular,Fruits and Vegetables,261.2594,Tier 1,Small,Supermarket Type1,0.122304725,4,2878.2534,99.2016
Regular,Fruits and Vegetables,196.7794,Tier 1,Small,Supermarket Type1,0.035151215,4,6242.5408,171.8448
Regular,Fruits and Vegetables,50.4034,Tier 1,Small,Supermarket Type1,0.030569229,4,340.2238,113.1176
Regular,Fruits and Vegetables,103.3332,Tier 1,Small,Supermarket Type1,0.08175276,4,2050.664,89.0488
Regular,Fruits and Vegetables,215.9192,Tier 1,Small,Supermarket Type1,0.043655155,4,7334.4528,156.7946
Regular,Fruits and Vegetables,35.9558,Tier 1,Small,Supermarket Type1,0.112410046,4,67.9116,192.2478
Regular,Meat,149.905,Tier 1,Small,Supermarket Type1,0.033760862,4,2546.685,196.9426
Regular,Meat,262.091,Tier 1,Small,Supermarket Type1,0.018024769,4,4207.856,104.499
Regular,Seafood,77.5986,Tier 1,Small,Supermarket Type1,0.129337594,4,1947.465,238.188
Regular,Snack Foods,77.9986,Tier 1,Small,Supermarket Type1,0.070704474,4,1168.479,93.412
Regular,Snack Foods,142.147,Tier 1,Small,Supermarket Type1,0.058116758,4,1717.764,57.5562
Regular,Snack Foods,119.0782,Tier 1,Small,Supermarket Type1,0.007146415,4,1549.3166,41.048
Regular,Snack Foods,121.6098,Tier 1,Small,Supermarket Type1,0.023154399,4,1566.6274,43.9428
Regular,Soft Drinks,266.1884,Tier 1,Small,Supermarket Type1,0.019200003,4,3179.8608,47.7692
Regular,Starchy Foods,146.6734,Tier 1,Small,Supermarket Type1,0,4,296.9468,46.006
LF,Snack Foods,43.677,Tier 2,Medium,Supermarket Type1,0,4,562.601,244.1828
LF,Dairy,182.3608,Tier 2,Medium,Supermarket Type1,0.016113019,4,1102.5648,248.8092
Low Fat,Baking Goods,88.5856,Tier 2,Medium,Supermarket Type1,0.009429612,4,1845.5976,71.338
Low Fat,Baking Goods,190.853,Tier 2,Medium,Supermarket Type1,0.060603014,4,2466.789,85.554
Low Fat,Canned,143.1154,Tier 2,Medium,Supermarket Type1,0.015302764,4,1843.6002,89.9146
Low Fat,Dairy,155.2972,Tier 2,Medium,Supermarket Type1,0.050065211,4,5141.3076,157.4288
Low Fat,Dairy,169.2816,Tier 2,Medium,Supermarket Type1,0.132939639,4,1174.4712,98.0726
Low Fat,Dairy,148.8392,Tier 2,Medium,Supermarket Type1,0.036399734,4,2684.5056,219.3482
Low Fat,Fruits and Vegetables,156.4604,Tier 2,Medium,Supermarket Type1,0.012173543,4,2535.3664,36.4848
Low Fat,Fruits and Vegetables,183.9292,Tier 2,Medium,Supermarket Type1,0.11089655,4,2918.8672,191.5846
Low Fat,Fruits and Vegetables,53.2614,Tier 2,Medium,Supermarket Type1,0.040597054,4,552.614,187.324
Low Fat,Fruits and Vegetables,261.291,Tier 2,Medium,Supermarket Type1,0.087630566,4,3418.883,110.0228
Low Fat,Fruits and Vegetables,78.4328,Tier 2,Medium,Supermarket Type1,0.02299122,4,1467.4232,114.9492
Low Fat,Fruits and Vegetables,54.693,Tier 2,Medium,Supermarket Type1,0.01247354,4,679.116,187.5872
Low Fat,Hard Drinks,87.0514,Tier 2,Small,Supermarket Type1,0,4,88.5514,179.866
Low Fat,Health and Hygiene,140.5812,Tier 2,Small,Supermarket Type1,0.021020616,4,427.4436,130.7942
Low Fat,Health and Hygiene,152.8366,Tier 2,Small,Supermarket Type1,0.05610384,4,3778.415,153.5024
Low Fat,Household,186.4556,Tier 2,Small,Supermarket Type1,0.052051256,4,5069.4012,142.247
Low Fat,Household,169.3474,Tier 2,Small,Supermarket Type1,0,4,3874.2902,164.2184
Low Fat,Household,199.7084,Tier 2,Small,Supermarket Type1,0.008811818,4,3571.3512,196.511
Low Fat,Household,141.0154,Tier 2,Small,Supermarket Type1,0.072212787,4,1701.7848,260.9594
Low Fat,Household,80.996,Tier 2,Small,Supermarket Type1,0,4,1757.712,210.4902
Low Fat,Meat,128.3678,Tier 2,Small,Supermarket Type1,0.036111038,4,127.1678,58.1562
Low Fat,Others,122.4388,Tier 2,Small,Supermarket Type1,0.059611153,4,1238.388,238.3538
Low Fat,Seafood,91.712,Tier 2,Small,Supermarket Type1,0.056191301,4,2050.664,53.2982
Low Fat,Snack Foods,47.3376,Tier 2,Small,Supermarket Type1,0.026843265,4,1150.5024,109.757
Low Fat,Snack Foods,87.2172,Tier 2,Small,Supermarket Type1,0.015908485,4,802.9548,161.421
Low Fat,Snack Foods,247.946,Tier 2,Small,Supermarket Type1,0.039572298,4,3202.498,100.9042
Low Fat,Snack Foods,170.8106,Tier 2,Small,Supermarket Type1,0.039723999,4,4619.9862,41.048
Low Fat,Snack Foods,102.6332,Tier 2,Small,Supermarket Type1,0.155694794,4,2153.1972,177.637
Low Fat,Soft Drinks,118.2782,Tier 2,Small,Supermarket Type1,0.039004193,4,715.0692,37.019
Low Fat,Soft Drinks,152.8366,Tier 2,Small,Supermarket Type1,0.113559058,4,1964.7758,184.2924
Low Fat,Soft Drinks,104.5964,Tier 2,Small,Supermarket Type1,0.050279604,4,1262.3568,94.1752
Low Fat,Baking Goods,164.9526,Tier 2,Small,Supermarket Type1,0.009463757,4,2302.3364,73.838
Low Fat,Baking Goods,158.3604,Tier 2,Small,Supermarket Type1,0.076389281,4,1109.2228,111.1544
Low Fat,Breads,196.4768,Tier 2,Small,Supermarket Type1,0.020833091,4,2561.9984,86.5566
Low Fat,Canned,183.5266,Tier 2,Small,Supermarket Type1,0.188619537,4,4426.2384,146.4418
Low Fat,Canned,159.8578,Tier 2,Small,Supermarket Type1,0.102633047,4,2246.4092,180.8292
Low Fat,Dairy,258.3304,Tier 2,Small,Supermarket Type1,0.13169655,4,4133.2864,89.4172
Low Fat,Dairy,157.4262,Tier 2,Small,Supermarket Type1,0.087668236,4,3978.155,94.941
Low Fat,Dairy,229.4668,Tier 2,Small,Supermarket Type1,0.055746931,4,460.7336,220.0114
Low Fat,Dairy,41.048,Tier 2,Small,Supermarket Type1,0.042480566,4,918.804,173.4764
Low Fat,Dairy,243.6802,Tier 2,Small,Supermarket Type1,0.04307908,4,1965.4416,177.8028
Low Fat,Frozen Foods,256.3672,Tier 2,Small,Supermarket Type1,0.042861968,4,1022.6688,196.811
Low Fat,Fruits and Vegetables,159.3578,Tier 2,Small,Supermarket Type1,0.03555434,4,4492.8184,37.4506
Low Fat,Fruits and Vegetables,115.8808,Tier 2,Small,Supermarket Type1,0.122289654,4,1523.3504,46.3402
Low Fat,Fruits and Vegetables,233.6932,Tier 2,Small,Supermarket Type1,0.100322104,4,1414.1592,113.7518
Low Fat,Fruits and Vegetables,187.753,Tier 2,Small,Supermarket Type1,0.031225303,4,1518.024,102.899
Low Fat,Hard Drinks,156.963,Tier 2,Small,Supermarket Type1,0.163902159,4,2816.334,143.3444
Low Fat,Hard Drinks,50.0008,Tier 2,Small,Supermarket Type1,0,4,506.008,188.9872
Low Fat,Hard Drinks,127.7362,Tier 2,Small,Supermarket Type1,0.046848053,4,1761.7068,60.6878
Low Fat,Health and Hygiene,37.4848,Tier 2,Small,Supermarket Type1,0.06478563,4,186.424,123.7704
Low Fat,Household,150.5024,Tier 2,Small,Supermarket Type1,0.035071955,4,3187.8504,163.221
Low Fat,Household,95.8726,Tier 2,Small,Supermarket Type1,0.032203667,4,2153.1972,100.8016
Low Fat,Household,117.5466,Tier 2,Small,Supermarket Type1,0.0420611,4,824.9262,254.1014
Low Fat,Household,97.441,Tier 2,Small,Supermarket Type1,0.024790707,4,772.328,177.5686
Low Fat,Household,125.4362,Tier 2,High,Supermarket Type1,0.135836828,4,755.0172,100.37
Low Fat,Household,230.9984,Tier 2,High,Supermarket Type1,0.047645037,4,4633.968,172.6422
Low Fat,Household,197.6768,Tier 2,High,Supermarket Type1,0.168531813,4,2956.152,192.5136
Low Fat,Household,198.211,Tier 2,High,Supermarket Type1,0.094694278,4,1964.11,254.9698
Low Fat,Snack Foods,120.8756,Tier 2,High,Supermarket Type1,0.104400238,4,3150.5656,113.5544
Low Fat,Snack Foods,39.9506,Tier 2,High,Supermarket Type1,0.099681254,4,645.1602,106.428
Low Fat,Snack Foods,128.931,Tier 2,High,Supermarket Type1,0.029107004,4,1428.141,240.5222
Low Fat,Snack Foods,150.2024,Tier 2,High,Supermarket Type1,0.039231652,4,1821.6288,145.1418
Low Fat,Soft Drinks,162.7894,Tier 2,High,Supermarket Type1,0.014072399,4,5500.8396,127.3652
Low Fat,Soft Drinks,110.6544,Tier 2,High,Supermarket Type1,0.082250143,4,223.7088,118.344
Low Fat,Soft Drinks,153.1024,Tier 2,High,Supermarket Type1,0.061409711,4,303.6048,94.6436
Low Fat,Soft Drinks,50.6666,Tier 2,High,Supermarket Type1,0.168780385,4,666.4658,236.8564
Low Fat,Soft Drinks,191.0846,Tier 2,High,Supermarket Type1,0.036147029,4,1337.5922,39.3138
Low Fat,Starchy Foods,97.741,Tier 2,High,Supermarket Type1,0.030789914,4,1158.492,254.904
Regular,Baking Goods,107.1964,Tier 2,High,Supermarket Type1,0.017096552,4,420.7856,178.137
Regular,Baking Goods,112.7544,Tier 2,High,Supermarket Type1,0.048625599,4,1789.6704,129.2626
Regular,Baking Goods,241.8196,Tier 2,High,Supermarket Type1,0.038398937,4,1687.1372,61.951
Regular,Baking Goods,97.8752,Tier 2,High,Supermarket Type1,0.045358609,4,2109.2544,36.1874
Regular,Breads,150.405,Tier 2,High,Supermarket Type1,0.02455854,4,3894.93,95.6068
Regular,Breads,108.2938,Tier 2,High,Supermarket Type1,0.114085368,4,535.969,141.3838
Regular,Breakfast,247.4092,Tier 2,High,Supermarket Type1,0.069229076,4,6972.2576,55.9614
Regular,Canned,181.4292,Tier 2,High,Supermarket Type1,0.053730029,4,2918.8672,199.0742
Regular,Canned,261.591,Tier 2,High,Supermarket Type1,0.16102755,4,2366.919,254.1014
Regular,Dairy,226.5404,Tier 2,High,Supermarket Type1,0.009641375,4,225.0404,124.173
Regular,Dairy,257.9304,Tier 2,High,Supermarket Type1,0.074070351,4,6458.26,254.2356
Regular,Dairy,110.0228,Tier 2,High,Supermarket Type1,0.019550858,4,3205.1612,263.791
Regular,Dairy,34.3532,Tier 2,High,Supermarket Type1,0.099344826,4,1042.6428,63.6194
Regular,Dairy,246.7144,Tier 2,High,Supermarket Type1,0.030990354,4,5145.3024,256.3672
Regular,Fruits and Vegetables,64.851,Tier 2,High,Supermarket Type1,0.039925235,4,948.765,189.2188
Regular,Fruits and Vegetables,126.2704,Tier 2,High,Supermarket Type1,0.069078149,4,4255.7936,197.7768
Regular,Fruits and Vegetables,227.2352,Tier 2,High,Supermarket Type1,0.022965292,4,4122.6336,181.695
Regular,Meat,153.434,Tier 2,High,Supermarket Type1,0.07821891,4,459.402,107.6596
Regular,Meat,127.0362,Tier 2,High,Supermarket Type1,0.057538034,4,1384.1982,149.8366
Regular,Seafood,143.1786,Tier 2,High,Supermarket Type1,0,4,288.9572,239.988
Regular,Snack Foods,240.4196,Tier 2,High,Supermarket Type1,0.129766301,4,4579.3724,141.6838
Regular,Snack Foods,225.4088,Tier 2,High,Supermarket Type1,0.08125293,4,2460.7968,49.8008
Regular,Snack Foods,173.1396,Tier 2,High,Supermarket Type1,0.097398254,4,348.8792,157.4262
Regular,Snack Foods,86.3882,Tier 2,High,Supermarket Type1,0.018600249,4,85.8882,110.2544
Regular,Baking Goods,128.2994,Tier 2,High,Supermarket Type1,0.049902382,4,3983.4814,225.8062
Regular,Baking Goods,119.844,Tier 2,High,Supermarket Type1,0.045522854,4,599.22,35.0874
